2450.96, 
2283.86, 
2074.99, 
1986.12, 
1892.83, 
1748.73, 
1669.06, 
1603.34, 
1501.09, 
1461.31, 
1407.74, 
1299.7, 
1255.61, 
1243.32, 
1215.89, 
1189.49, 
1144.07, 
1108.78, 
1069.44, 
1033.69, 
1023.43, 
1011.02, 
979.2, 
953.802, 
926.517, 
901.046, 
884.851, 
852.937, 
830.206, 
815.512, 
801.487, 
794.196, 
781.855, 
773.74, 
761.266, 
757.292, 
729.164, 
715.909, 
711.021, 
711.021, 
704.505, 
694.534, 
674.721, 
649.601, 
641.429, 
634.166, 
632.508, 
627.056, 
625.106, 
599.489, 
599.489, 
586.291, 
577.823, 
569.141, 
559.538, 
553.014, 
540.728, 
524.212, 
514.453, 
496.254, 
487.436, 
481.155, 
461.926, 
458.489, 
452.809, 
442.661, 
439.933, 
435.454, 
431.436, 
418.601, 
411.878, 
396.927, 
396.927, 
395.637, 
392.069, 
388.302, 
379.362, 
379.362, 
375.142, 
359.729, 
359.729, 
359.729, 
359.137, 
356.358, 
355.924, 
352.162, 
346.569, 
344.141, 
325.819, 
325.591, 
325.591, 
324.7, 
321.848, 
305.471, 
305.229, 
305.229, 
297.288, 
297.288, 
297.288, 
294.723, 
