n1-Pc0.9-Pm0.01,n2-Pc0.9-Pm0.01,n4-Pc0.9-Pm0.01,n8-Pc0.9-Pm0.01,n16-Pc0.9-Pm0.01,n32-Pc0.9-Pm0.01
71.5886,115.24799999999999,202.66299999999998,250.183,357.61400000000003,381.973
71.5847,115.24799999999999,202.66299999999998,250.083,357.61400000000003,381.973
71.5847,115.236,202.66299999999998,249.865,357.61400000000003,381.973
71.5847,115.23200000000001,202.66299999999998,249.391,357.579,381.973
71.5265,115.226,202.66299999999998,249.357,357.579,381.973
71.5265,115.226,202.66299999999998,249.357,357.579,381.973
71.5225,115.22399999999999,202.66299999999998,249.357,356.915,379.376
71.5225,115.22399999999999,202.66299999999998,249.357,356.915,376.741
71.5063,115.22399999999999,202.66299999999998,249.357,356.907,376.73900000000003
71.5023,115.22399999999999,202.66299999999998,249.357,356.702,376.735
71.5023,115.22399999999999,202.66299999999998,249.328,356.278,376.715
71.5023,115.22399999999999,202.66299999999998,249.328,356.16,376.715
71.5023,115.22,202.66299999999998,249.328,356.14300000000003,376.715
71.4984,115.22,202.66299999999998,249.328,356.135,376.715
71.4984,115.22,202.66299999999998,249.3,356.135,376.715
71.4984,115.165,202.66299999999998,249.3,356.135,376.715
71.4984,115.14399999999999,202.66299999999998,249.3,356.135,376.715
71.4984,115.14399999999999,202.66299999999998,249.3,356.135,376.713
71.4984,115.132,202.66299999999998,249.3,356.11800000000005,376.713
71.4984,115.105,202.66299999999998,249.3,356.11800000000005,376.69199999999995
71.4821,115.105,202.66299999999998,249.3,356.11800000000005,376.68
71.4821,115.105,202.66299999999998,249.3,356.11800000000005,376.68
71.4821,115.105,202.66299999999998,249.3,356.11699999999996,376.68
71.4821,115.105,202.66299999999998,249.3,356.11699999999996,376.68
71.4821,115.105,202.66299999999998,249.3,356.11699999999996,376.68
71.3491,115.105,202.66299999999998,249.3,356.11699999999996,376.68
71.3491,115.104,202.66299999999998,249.3,356.11699999999996,376.68
71.3144,115.104,202.66299999999998,249.296,355.452,376.659
71.3144,115.104,202.66299999999998,249.296,352.68,376.659
71.3144,115.104,202.66299999999998,249.296,352.031,376.659
71.3144,115.09899999999999,202.66299999999998,249.296,351.92800000000005,376.659
71.3144,115.09899999999999,202.66299999999998,249.296,351.861,376.659
71.3144,115.09899999999999,202.66299999999998,249.296,351.724,376.648
71.3128,115.09899999999999,202.66299999999998,249.296,350.69800000000004,376.648
71.3128,115.09899999999999,202.66299999999998,249.296,349.624,376.648
71.3128,115.09899999999999,202.66299999999998,249.296,349.48900000000003,376.51599999999996
71.3128,115.09899999999999,202.66299999999998,249.296,349.286,376.515
71.3088,115.09899999999999,202.65099999999998,249.296,349.20099999999996,376.49800000000005
71.3088,115.098,202.65099999999998,249.296,349.2,376.49800000000005
71.3088,115.094,202.65099999999998,249.296,349.171,376.49800000000005
71.2763,115.094,202.65099999999998,249.296,349.171,376.49800000000005
71.2763,115.094,202.65099999999998,249.296,349.167,376.494
71.2763,115.057,202.65099999999998,249.296,349.167,376.494
71.2763,115.057,202.65099999999998,249.296,349.167,376.494
71.2763,115.057,202.65099999999998,249.296,349.167,376.459
71.2763,115.057,202.65099999999998,249.28,349.167,376.459
71.2763,115.057,202.65099999999998,249.268,349.167,376.459
71.2763,115.057,202.64700000000002,249.268,349.167,376.455
71.2763,115.057,202.64700000000002,249.268,349.167,376.455
71.2763,115.057,202.64700000000002,249.268,349.167,376.455
71.2763,115.057,202.64700000000002,249.268,349.167,376.455
71.2757,115.057,202.64700000000002,249.268,349.167,376.455
71.2757,115.057,202.64700000000002,249.268,349.167,376.455
71.2757,115.057,202.64700000000002,249.268,349.167,376.455
71.2757,115.057,202.64700000000002,249.268,349.167,376.455
71.2757,115.057,202.64700000000002,249.268,349.167,376.455
71.2757,115.057,202.64700000000002,249.268,349.167,376.455
71.2757,115.057,202.64700000000002,249.268,349.167,376.455
71.2757,115.057,202.64700000000002,248.06599999999997,346.415,376.455
71.2757,112.165,202.64700000000002,248.06599999999997,343.846,376.455
71.2757,112.165,202.64700000000002,246.97,343.776,376.455
71.2757,112.161,202.64700000000002,246.608,343.776,376.455
71.2757,112.161,202.64700000000002,246.59099999999998,343.776,376.455
71.2757,112.161,202.64700000000002,246.455,343.776,376.455
71.2757,112.161,202.64700000000002,246.455,343.776,376.44300000000004
71.2757,112.14399999999999,202.64700000000002,246.438,343.776,376.44300000000004
71.2757,112.14399999999999,202.64700000000002,246.438,343.776,376.44300000000004
71.2757,112.07799999999999,202.64700000000002,246.438,343.776,376.44300000000004
71.2757,112.07799999999999,202.518,246.438,343.776,376.44300000000004
71.2757,112.045,202.514,246.438,343.776,376.44300000000004
71.2718,112.045,202.514,246.40400000000002,343.741,373.86199999999997
71.2718,112.045,202.514,246.40400000000002,343.741,373.858
71.2718,112.041,202.514,246.35,343.73699999999997,373.154
71.2718,112.041,202.514,246.35,343.73699999999997,372.56199999999995
71.2718,112.024,202.514,246.35,343.73699999999997,371.48400000000004
71.2718,112.024,201.52,246.34599999999998,343.73699999999997,371.48400000000004
71.2718,111.89299999999999,201.52,246.34599999999998,343.73699999999997,371.48400000000004
71.2718,111.89299999999999,201.52,246.34599999999998,343.73699999999997,371.219
71.2718,111.89299999999999,201.52,246.34599999999998,343.73699999999997,368.634
71.2555,111.89299999999999,201.52,246.34599999999998,343.73699999999997,366.273
71.2555,111.875,201.52,246.34599999999998,343.73699999999997,366.00300000000004
71.2555,111.875,201.52,246.34599999999998,343.73699999999997,365.95599999999996
71.2555,111.875,201.52,246.34599999999998,340.845,365.88699999999994
71.2555,111.875,201.52,246.34599999999998,340.845,365.866
71.2555,111.875,201.52,246.304,340.832,365.842
71.2555,111.875,201.52,246.304,340.78,365.842
71.2555,111.875,201.52,246.238,340.78,365.842
71.2555,111.875,201.52,245.65200000000002,340.78,365.842
71.2555,111.875,201.52,245.65200000000002,340.78,365.841
71.2555,111.875,201.52,245.486,340.78,365.841
71.2555,111.875,201.52,245.451,340.78,365.837
71.2555,111.875,201.52,245.451,340.78,365.837
71.2555,111.863,201.52,245.43400000000003,340.78,365.837
71.2555,111.863,201.52,245.43400000000003,340.78,365.837
71.2555,111.863,201.52,245.43400000000003,340.78,365.837
71.2555,111.863,201.52,245.421,340.78,365.834
71.2555,111.863,201.52,245.421,340.78,365.832
71.2555,111.863,201.52,245.421,340.78,365.832
71.2555,111.863,201.52,245.421,340.78,365.79900000000004
71.2555,111.85,200.31799999999998,245.421,340.78,365.783
71.2392,111.85,199.77599999999998,245.421,340.78,365.782
71.2392,111.84899999999999,199.03599999999997,245.421,340.78,365.782
71.2392,111.84899999999999,199.03599999999997,245.421,340.78,365.782
71.2392,111.84899999999999,199.03599999999997,245.421,340.78,365.782
71.2392,111.81700000000001,199.03599999999997,245.421,340.78,365.782
71.2392,111.81700000000001,199.03599999999997,245.41,340.78,365.782
71.2392,111.80799999999999,199.03599999999997,245.41,340.78,365.782
71.2392,111.80799999999999,198.628,245.41,340.78,365.782
71.2392,111.80799999999999,198.628,245.41,340.78,365.778
71.2392,111.807,198.562,245.41,340.78,365.778
71.2392,111.807,198.549,245.40900000000002,340.78,365.778
71.2392,111.807,198.549,245.40900000000002,340.78,365.778
71.2392,111.806,198.516,245.40099999999998,340.78,365.778
71.2392,111.806,198.512,245.39700000000002,340.76800000000003,365.778
71.2392,111.806,198.512,245.39700000000002,340.76800000000003,365.776
71.2392,111.806,198.512,245.393,340.76800000000003,365.756
71.2392,111.806,198.512,245.393,340.76800000000003,365.756
71.2392,111.806,198.50799999999998,245.393,340.76800000000003,365.756
71.2392,111.786,198.50799999999998,245.393,340.76800000000003,365.756
71.2392,111.786,198.50799999999998,245.393,340.764,365.756
71.2392,111.77,196.69,245.261,340.764,365.756
71.2392,111.77,195.58599999999998,245.261,340.764,365.756
71.2392,111.77,195.58599999999998,245.261,340.764,365.756
71.2392,111.77,195.57299999999998,245.257,340.764,365.756
71.2392,111.77,195.53799999999998,245.24,340.764,365.756
71.2392,111.77,195.52700000000002,245.24,340.764,365.756
71.2392,111.76899999999999,195.52700000000002,245.24,340.764,365.756
71.2392,111.76899999999999,195.521,245.24,340.764,365.756
71.2392,111.76899999999999,195.513,245.24,340.764,365.756
71.2392,111.76899999999999,195.487,245.24,340.764,365.756
71.2392,111.76899999999999,195.487,245.24,340.764,365.756
71.2392,111.76899999999999,195.47799999999998,245.24,340.764,365.756
71.2392,111.76899999999999,195.44299999999998,245.24,340.74699999999996,365.756
71.2392,111.76899999999999,195.44299999999998,245.24,340.74699999999996,365.756
71.2392,111.76899999999999,195.44299999999998,245.24,340.74699999999996,365.756
71.2392,111.76899999999999,195.44299999999998,245.24,340.74699999999996,365.756
71.2392,111.76899999999999,195.44299999999998,245.24,340.74699999999996,365.755
71.2392,111.765,195.43900000000002,245.24,340.74699999999996,365.755
71.2392,111.765,195.43900000000002,245.24,340.74699999999996,365.755
71.2392,111.765,195.435,245.24,340.74699999999996,365.755
71.2392,111.765,195.435,245.24,340.74699999999996,365.755
71.2392,111.765,195.435,245.24,340.74699999999996,365.755
71.2392,111.765,195.435,245.24,340.74699999999996,365.755
71.2392,111.765,195.435,245.24,340.74699999999996,365.755
71.2392,111.765,195.435,245.24,340.74699999999996,365.754
71.2392,111.765,195.435,245.24,340.74699999999996,365.754
71.2392,111.765,195.419,245.24,340.74699999999996,365.754
71.2392,111.765,195.419,245.24,340.74699999999996,365.754
71.2392,111.765,195.419,245.24,340.74699999999996,365.721
71.2392,111.765,195.419,245.24,340.74699999999996,365.721
71.2392,111.765,195.419,245.24,340.74699999999996,365.721
71.2392,111.765,195.419,245.24,340.74699999999996,365.721
71.2392,111.765,195.419,245.24,340.74699999999996,365.721
71.2392,111.765,195.419,245.24,340.74699999999996,365.717
71.2392,111.765,195.419,245.24,340.74699999999996,365.717
71.2392,111.765,195.419,245.24,340.74699999999996,365.717
71.2392,111.765,195.419,245.24,340.74699999999996,365.717
71.2392,111.765,195.419,245.205,340.74699999999996,365.717
71.2392,111.765,195.419,245.203,340.74699999999996,365.717
71.2392,111.765,195.419,245.203,340.74699999999996,365.717
71.2392,111.765,195.419,245.203,340.74699999999996,365.717
71.2392,111.765,195.419,245.203,340.713,365.717
71.2392,111.765,195.419,245.17,340.713,365.717
71.2392,111.765,195.419,245.166,340.709,365.717
71.2392,111.765,195.419,245.166,340.709,365.717
71.2392,111.765,195.419,245.166,340.709,365.717
71.2392,111.765,195.419,245.166,340.709,365.717
71.2392,111.765,195.419,245.166,340.69699999999995,365.705
71.2392,111.765,195.40200000000002,245.166,340.69699999999995,365.705
71.2392,111.765,195.40200000000002,245.166,340.685,365.705
71.2392,111.765,195.40200000000002,245.166,340.685,365.67
71.2392,111.765,195.40200000000002,245.166,340.685,365.666
71.2392,111.765,195.40200000000002,245.166,340.684,365.666
71.2392,111.765,195.40200000000002,245.166,340.684,365.662
71.2392,111.765,195.40200000000002,245.166,340.68,365.662
71.2392,111.765,195.40200000000002,245.166,340.68,365.662
71.2392,111.765,195.40200000000002,245.166,340.68,365.662
71.2392,111.765,195.40200000000002,245.166,340.68,364.99699999999996
71.2392,111.765,195.40200000000002,245.162,340.676,364.99699999999996
71.2392,111.765,195.40200000000002,245.162,340.676,364.26599999999996
71.2392,111.765,195.40200000000002,245.162,340.676,364.26599999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.375
71.2392,111.765,195.40200000000002,245.162,340.676,361.275
71.2392,111.765,195.40200000000002,245.162,340.676,361.275
71.2392,111.765,195.40200000000002,245.162,340.676,361.275
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.27099999999996
71.2392,111.765,195.40200000000002,245.162,340.676,361.259
71.2392,111.765,195.40200000000002,245.162,340.676,361.259
71.2392,111.765,195.40200000000002,245.162,340.676,361.259
71.2392,111.765,195.40200000000002,245.162,340.676,361.259
71.2269,111.765,195.40200000000002,245.162,340.676,361.259
71.2269,111.765,195.40200000000002,245.162,340.676,361.259
71.2269,111.75299999999999,195.40200000000002,245.162,340.676,361.259
71.2269,111.75299999999999,195.40200000000002,245.162,340.676,361.259
71.2269,111.75299999999999,195.40200000000002,244.225,340.676,361.25800000000004
71.223,111.75299999999999,195.40200000000002,243.96,340.676,361.255
71.223,111.75299999999999,195.40200000000002,242.864,340.676,361.255
71.223,111.75299999999999,195.40200000000002,242.695,340.664,361.255
71.2227,111.75299999999999,195.40200000000002,242.287,340.664,361.255
71.2227,111.75299999999999,195.40200000000002,242.262,340.664,361.255
71.2227,111.75299999999999,195.40200000000002,242.25799999999998,340.664,361.255
71.2227,111.75299999999999,195.40200000000002,242.21099999999998,340.664,361.255
71.2227,111.75299999999999,195.40200000000002,242.19299999999998,340.664,361.255
71.2227,111.75299999999999,195.40200000000002,242.158,340.664,361.255
71.2227,111.75299999999999,195.40200000000002,242.15400000000002,340.664,361.255
71.2227,111.75299999999999,195.40200000000002,242.15400000000002,340.664,361.255
71.2227,111.749,195.40200000000002,242.15400000000002,340.664,361.255
71.2227,111.749,195.40200000000002,242.15400000000002,340.664,361.255
71.2227,111.749,195.40200000000002,242.15400000000002,340.664,361.255
71.2227,111.749,195.40200000000002,242.15400000000002,340.664,361.255
71.2227,111.749,195.40200000000002,242.15400000000002,340.664,361.255
71.2227,111.749,195.40200000000002,242.15400000000002,340.664,361.255
71.2227,111.749,195.40200000000002,242.15400000000002,340.664,361.255
71.2227,111.749,195.40200000000002,242.15400000000002,340.664,361.255
71.2227,111.749,195.40200000000002,242.15,340.66,361.255
71.2227,111.749,195.40200000000002,242.15,340.66,361.255
71.2227,111.749,195.40200000000002,242.15,340.66,361.255
71.2227,111.749,195.40200000000002,242.15,340.66,361.255
71.2227,111.749,195.40200000000002,242.15,340.66,361.255
71.2227,111.749,195.40200000000002,242.15,340.66,361.255
71.2227,111.749,195.40200000000002,242.15,340.66,361.255
71.2227,111.749,195.40200000000002,242.15,340.66,361.255
71.2227,111.617,195.40200000000002,242.15,340.66,361.255
71.2227,111.617,195.40200000000002,242.15,340.66,361.255
71.2227,111.617,195.40200000000002,242.15,340.66,361.255
71.2227,111.617,195.40200000000002,242.15,340.66,361.255
71.2227,111.617,195.40200000000002,242.15,340.66,361.255
71.2227,111.617,195.40200000000002,242.15,340.66,361.255
71.2227,111.6,195.40200000000002,239.94799999999998,340.66,361.255
71.2227,111.6,195.40200000000002,239.832,340.66,361.255
71.2227,111.6,195.40200000000002,239.832,340.66,361.255
71.2227,111.6,195.40200000000002,238.91299999999998,340.66,361.255
71.2227,111.6,195.40200000000002,238.797,340.66,361.255
71.2227,111.6,195.40200000000002,238.583,340.66,361.255
71.2227,111.6,195.40200000000002,238.38299999999998,340.66,361.255
71.2227,111.6,195.40200000000002,238.267,340.66,361.255
71.2227,111.6,195.40200000000002,238.267,340.66,361.255
71.2227,111.6,195.40200000000002,238.267,340.66,361.255
71.1885,111.6,195.40200000000002,238.201,340.66,361.255
71.1885,111.6,195.40200000000002,238.201,340.66,361.255
71.1885,111.6,195.40200000000002,238.201,340.659,361.255
71.1885,111.6,195.40200000000002,238.201,340.659,361.255
71.1885,111.6,195.40200000000002,238.201,340.659,361.255
71.1885,111.6,195.40200000000002,238.201,340.659,361.255
71.1885,111.6,195.40200000000002,238.201,340.659,361.255
71.1885,111.6,195.40200000000002,238.201,340.659,361.255
71.1885,111.6,195.40200000000002,238.201,340.659,361.255
71.1885,111.6,195.40200000000002,238.201,340.659,361.255
